"Дорожка сшита - связана Да к домику привязана. Кругом домик обежит, А потом замрёт - лежит, Домик охраняет, Холод отгоняет.",Шарф
"Тихо дремлет на пороге, На него ступают ноги, В дождик, слякоть или грязь Он не даст вам в дом попасть, Пока ноги не протрёте, Грязь с сапог не уберёте.",Половичок у двери
"Щука в море, а хвост - На заборе.",Ковш
"Он в Италии родился, Он своей семьёй гордился. Он не просто мальчик-лук, Он надёжный, верный друг.",Чиполлино
Какие созвездия носят названия птиц?,"Лебедь, Орёл"
"Эта птица не умчится, Эта птица возвратится, Пусть кружит под облаками - Хвостик я держу руками.",Воздушный Змей
"Не часы, а время сказывает.",Кукушка
"Хвост с узорами, Сапоги со шпорами, Ночью распевает: Время считает.",Петух
"Что за машина: Шея, как у гуся, А сила, как у слона?",Подъемный кран
"Кто гантели Поднимает, Дальше всех Ядро бросает? Быстро бегает, Метко стреляет, Как одним словом Их всех называют?",Спортсмены
Летом как-то польский пан Нарядился с «ЖУ» в … .,Жупан
"Самая первая, самая важная Эта буква в алфавите глава. Айболита если встретишь, Тут же скажешь букву …",А
"Эту букву шьют из меха, Повторяют ради смеха, Носят с перьями и без, А она - за львом доест.","Ш: Шуба, Шутка, Шляпа, Шакал"
"Едут все по букве этой, Пишут ей стихи поэты, А она - ворчит с печи, Клювом по стволу стучит.","Д: Дорога, Девушка, Дед, Дятел"
"Он ключ, но ключ не для двери, Он в нотоносце впереди.",Скрипичный ключ
"Круглый знак, а в нем окошко, Не спешите сгоряча, А подумайте немножко, Что здесь, свалка кирпича?",Въезд запрещен
"Это что за чудо-юдо, Два горба, как у верблюда? Треугольный этот знак Называется он как?",Неровная дорога
"Полосатая указка, Словно палочка из сказки.",Жезл
"Слог мой первый спать велит, Средний - в музыке звучит, А последний меру знает; ЦЕЛЫМ скорость измеряют.",Спидометр
Из 9 спичек составить 6 квадратов.,на рисунке
"Для зимы он — середина, Снег, метель и холодина. Одевайтесь потеплей: Шубу, валенки, штаны. Горка во дворе! Бобслей! Этот месяц любим мы.",Январь
Сделал мальчик снежный шар. Бах! — в девчонку. Вот удар! А она — ответных два. Что за зимняя игра?,Снежки
"Солнышко к весне всё выше. Снег лежит ещё на крыше. Поднатужилось светило Да снежок и растопило, С крыши капает вода. Утром — конус изо льда.",Сосулька
"Странный милиционер По полю гуляет, В шортах, будто пионер, За мячом гоняет. Хоть и очень строг на вид, Дал «добро» — мяч бить ногами. Сядешь, если засвистит, На скамейку с штрафниками, Значит, ты, мой дорогой, Мяч отбил своей рукой. Не припомню только я, Как зовётся тот судья?",Арбитр
"Растёт в земле на грядке. Твёрдая и сладкая, оранжевая, длинная и для ребят любимая!",Морковь
"В золотистой он одёжке. Пусть и горький он немножко, от простудных всех болезней нету овоща полезней!",Лук
Отгадайте слово.,Доктор
"Внучка есть у дедушки, Внучка не простая: Вроде как и девочка, Только — ледяная?",Снегурочка
"Парашютик озорной Весело порхает Он ажурный и резной, А в ладошке – тает.",Снежинка
"Брат он Дедушки Мороза, Сам в Лапландии живет, И в квартиры проникает Прямо через дымоход. Пролетает на оленях В темном небе над землей, Он в очках, с ремнем на куртке И с короткой бородой.",Санта Клаус
Подумать времени не дам: В игре выходят в дамки там,Шашки
"Кому лень крутить педали, Велосипед с мотором дали",Мопед
Восстановить поверхность льда - ее задача. А вам название ее узнать - уже удача.,Ресурфейсер
В учебнике истории читал - Кем приходился сюзерену феодал?,Вассал
"Упал боксёр, но встать успел, Пока судья не засвистел",Нокдаун
Сможешь ли ответить ты: Сопло кухонной плиты?,Конфорка
Ответь скорей - Пчелиный клей.,Уза
Дегустирует кто чай? Как зовется - отвечай.,Титестер
От родни капусты - кользы - Тоже очень много пользы. Под названием другим Мы с тобой это едим.,Рапс
"СвечИ фитиль он окружает, Нутро горит, вокруг он такет",Воск
Мужик на землю - оленю тяжко!,Баба с возу - кобыле легче.
"Солдатам бояться нету причин: Хоть это армейский, но шахматный чин",Офицер
Багровых тонов салат Со вкусом люди едят,Винегрет
"Микроскопа в принципе не знавший, Тот умелец, блоху подковавший?",Левша
"""Фонарь"" под глазом забияки Как ""документ"" недавней драки",Синяк
"Вопрос-то есть, ответа нет: В морковке рыженький пигмент?",Каротин
По гербу напарник молота Добывал пшеницы золото,Серп
"Редьки он, поверь, не слаще, Все же в рот его мы тащим, Как приправа он хорош, К холодцу-пельменям гож.",Хрен
"Гигант-отец покинул сына, но промолчал великан...","Крошка сын к отцу пришел, и спросила Кроха."
Темнеет море всем знакомое.,Белеет парус одинокий.
"Три начала, три палки, с краю большой шуруп.","Два кольца, два конца, посередине гвоздик."
Вдали от Красной Пустыни погибли молодожены.,У самого синего моря жили старик со старухой.
Вопрос займет лишь строчку - На лбу индианки пятнышко-точка?,Тика
Вопрос не длинный - Клей пчелиный?,Уза
Хранилище патронов автомата? Не знаешь? Спроси у солдата.,Обойма
Сейчас ответ услышим мы чей - Фигурный подсвечник на пару свечей?,Жирандоль
Это что за житель - Ключей объединитель?,Брелок
"Стержень в гранате, Не в плОде, а в снаряде?",ЧекА
Большая львиная семейка. Сейчас ее назвать сумей-ка.,Прайд
"Какие миленькие рожки! Хочу погладить и поцеловать. Но у него пять метров роста, Их людям нелегко достать.",Жираф
Вот такой вопрос задам: Каину кем приходился Адам?,Отец
Очень интересен Стиль ковбойских песен,Кантри
Ответ сейчас услышу чей: Спец по кладке кирпичей?,Каменщик
"У гаучо с шарами веревка, Ею он управляется ловко.",БОра
"По сути ничто, но имеет названье; повсюду за вами проникнет, незвано. Бывает коротким и длинным бывает, порою растет, а порой убывает. Игру затеваешь, беседу ведешь - оно тут как тут: оглядись и найдешь. Простишься с ним вечером, ан поутру найдешь у порога, в мороз и в жару.",Тень
"На станке детали точит Этот кадровый рабочий. Без его умелых рук Не собрать ни танк, ни плуг.",Токарь
"Он в автобусе сидит И внимательно следит, Чтоб у всех билеты были, Чтоб купить их не забыли.",Кондуктор
"Он где-то в студии сидит И в микрофон свой текст читает. А слышат, что он говорит, Лишь те, кто радио включает.",Диктор
"Для нас он землю улучшает: Где топи и болота — осушает, От засухи где почва погибает — Успешно ирригацию внедряет. И расцветает обновленный край! Становится богаче урожай, Его благодарит земля За сеть каналов, новые поля.",Мелиоратор
"Прыгнул вниз — На цветке повис, Земли коснулся — Цветок свернулся.",Парашютист
"В детском садике обед, Повар пробу с блюд снимает. Но ведь мамы рядом нет, Кто ж на стол там накрывает?","Няня, помощник воспитателя."
"Много знает он о сделках, Крупных денежных и мелких, Ведь всегда меж двух сторон Их посредник в деле он.","Маклер,Брокер"
Огород она копала От рассвета до заката Уморилась и упала На земле лежит.,Лопата
Фрукт оранжевый. И брызжет сладким соком из него. Он под шкуркой тоже рыжий. Ты по долькам съешь его!,Апельсин или мандарин
"Раз он жёлтый, значит, спелый. Только вот какое дело: положил я фрукт в бокал – сладкий чай мой кислым стал!",Лимон
"Если дождь над полем Сеет полосой, Из дождя прямого Он сделает косой. По аллеям парка Листья закружит. Если летом жарко, Он вас освежит.",Ветер
"Если молния сверкает, Что за ней всегда бывает? Что там, в небе, наверху Так грохочет, как в цеху?",Гром
"Он осенью играет с листьями И кружит с ними хоровод, То облака по небу чистому, То тучки грозные несёт. Он может вихрь поднять немыслимый, Лететь стремглав, во весь опор, А может ласково над пристанью Подслушать чаек разговор.",Ветер
"Белый-белый, серебристый, Он холодный и пушистый, Он идёт - а ног то нет, Побелил весь белый свет.",Снег
"Чтоб жениться на принцессе, Надо быть в таком процессе - Перин приготовить немало И одеял чтобы тоже хватало. Пусть горошина постарается Испытать неудобством избранницу. Ту, что ночью глаз не сомкнет, Принц невестой своей назовет","Сказка ""Принцесса на горошине"""
"Под псевдонимом ""Немо"" кто скрывался И под водой немало лет скитался? Был не простым, а знатным мореход. Мне имя с титулом его кто назовет?",Принц Деккар
"Барон дю Валлан де Брасье де Пьерфон - Название громкое. Знаешь кто он? Из трех мушкетеров его выбираем, На букву ""П"" у Дюма его знаем.",Портос
Для флотских будет понятен вопрос: Со стажем совсем нулевым тот матрос.,Салага
Не всегда воспринимаемый всерьез Астрологом составленный прогноз.,Гороскоп
"Простенька вроде, без всяких затей, Но травкою этой пугают детей.",Крапива
Из романа Свифта кроха С Гулливером справилась неплохо.,Лилипут
"Фильм назови О народе На,ви",Аватар
Загадала я - В шахматах ладья.,Тура
"Этот дом не для зверей, Не для книг, не для людей. Здесь лекарства продают. Подскажите, как зовут?",Аптека
"Много-много бочек Положу в мешочек. Здоровьем не рискуя, Легко его несу я.",Лото
"Зацепится хвостиком он за розетку, И ток сосет, как сладкую конфетку. До красноты нагреет свой живот И важно по белью на нем ползет, И там, где он пройдет, морщинок больше нет, Устанет и уснет, остынет его след.",Утюг
"Когда нужна черта прямая - Я тут как тут. Вот я какая! Ты скажешь, я хвалюсь? Ну, может быть, чуть-чуть. Зато я не боюсь Прямой чертой блеснуть!",Линейка
"Она всегда приветлива, Она всегда услужлива, Совсем не привередлива, Во всем всегда прислужит нам: ""Приляг, не делай, отдохни, Еще часок-другой вздремни. Зачем сейчас? Давай потом!"" Совет ее вам не знаком?",Лень
"Ищут все его давно, Ускользает все равно. И дружок ему под стать - Никогда не отыскать. Их и в книгах И в Сети Предлагают нам: ""Найти...""",Икс и игрек
"В России - пастух, в США - ковбой, знаем. А вот в Аргентине их как называют?",Гауччо
"Не надо ему вертеть головой, Одни лишь глаза следят за тобой.",Вальдшнеп
"Уголовное дело, покрытое мраком, Или птица - весною ""токует"" со смаком?",Глухарь
Можете сразу ответить или вопрос еще есть - Что можно на штангу повесить или немедленно съесть?,Блины
"На службе дают за проступки, А в магазине он в виде покупки",Наряд
Сегодня розыгрыш призов. Кто игру назвать готов?,Лотерея
Знаешь птицу или нет - Это сокол-рыбоед.,Скопа
"По дороге мы бежим, Вам свернуть не дадим. И из нас выбираться - Лишь толкать и ругаться.",Колеи
"Если надо капитану кораблю дать отдохнуть, Я отказывать не стану, коль предложат мне нырнуть. Я на дне морском лежу, на морскую жизнь гляжу. Подружусь я с рыбками, рачками и улитками. Неохота расставаться, но приказ есть - подниматься! И опять на корабле в путь-дорогу по волне.",Якорь
"Мы с кораблем друзья большие, Работу делим пополам - На расстоянья мировые На нем плыву я по волнам. А если друг устал и хочет отдохнуть - Ныряю я на дно. Чего же не нырнуть? Мы от беды с ним застрахованы - За цепь железную прикованы.",Якорь
"Плохая жизнь моя Была б без корабля, С носа корабля Ныряю в море я. И, словно бы на смЕх, За хвост тащАт наверх, В каюту, на засов, Скорее чтоб обсох. Каюта же моя В носу у корабля.",Якорь
"Что может быть хуже - Не видеть даже лужи, Все время быть на суше, Шум моря не слушать! Я по призванию - моряк, Без моря не могу никак. Когда ныряю в воду, То чувствую свободу. На дне я полежу, За морем послежу. Потом свистят - наверх! - Не это ли успех! И снова с кораблем Мы по волнам плывем.",Якорь
"Две веселые подружки Принялись за дело вновь - По его пустой макушке Дружно отбивают дробь. А он не сердится ничуть - ""Еще ударьте кто-нибудь!""",Барабан и барабанные палочки
"Я - ключик заветный, Я ключ не простой, И дом мой волшебный наполнен мечтой, Любовью и страстью Забит до отказа, Там нежность и власть Помещаются сразу. Ведь Музыкой дом называется мой. Ты догадался, кто я такой?",Ключ скрипичный или басовый
"Два брата на страже стоят у домишек, Никто не пройдет мимо этих братишек. Один, пофарсистей, тот первым стоит, Второй, побасистей, невзрачен на вид. Но оба на страже стоят у дверей И спорить не будут, который важней. Ведь в музыку оба дверь отворяют, Им дело такое вполне доверяют. С нотами братья отлично справляются. Как их зовут? Музыкант догадается!",Скрипичный и басовый ключи
"Ключик я басистый, Фигурой неказистой, Брат мой пофарсистей, Звончей и голосистей. Его семья все лезет ввысь, Мои - пониже забрались. А вместе, без сомнения, Полезны мы для пения.",Музыкальные ключи - басовый и скрипичный
"Мой дом - пять линеек, И я - ключ к дверям. Никто не сумеет Открыть дверь. Я сам! Я дверь отворю музыканту, певцу. И ноты мои песням очень к лицу.","Ключ \""соль\"" или скрипичный"
"Я, конечно, ключ, не спорю, Но ваши двери не открою. Музыкантам помогаю, К нотам двери отворяю.",Скрипичный ключ
"Одна из нот, Не сладка, не мед. Тёзка её бела И на вкус солона.","Нота \""соль\"""
"На пяти линеечках Кругленькие девочки, Белые и черные, Смелые, проворные. С флажками и со штилями, У каждой есть по имени. Кто с музыкою знается, Тому девчушки нравятся.",Ноты
"Их семь сестричек Без платьев и косичек, Композитору помогают - Музыку сочиняют.",Ноты
"Скрипку плакать заставляет, Хотя с ней дружит и играет",Смычок
"Ее опережает нотка ""соль"". Назвать ты предыдущую изволь.","нота \""ля\"""
У музыканта уж ответ готов - Не слитное звучание тонов.,Диссонанс
При вопросе не скрою улыбки - Что за палочка вечно при скрипке?,Смычок
"Скороговорка это, ответ подытож, Чем чертили чертята чертеж?",Чернилами
"Что ни гусар, то герой, И форма его выделяется. Нарядный погон с бахромой При этом как называется?",Эполета
Флаг России по расцветке Знают взрослые и детки,Триколор (или БеСиК - белый-синий-красный)
Маску для защиты от пыли При ремонте мы не забыли.,Респиратор
"Удаляет она пломбы без врачей и без забот, Только стоит ей однажды человеку попасть в рот.",Ириска или жевательная резинка
"На пляж юбка из платка В обращении легка. Вот названье - заковыка, Коли вспомнишь -назови-ка.",Парео
"К пельменям кислая приправа, Не разбавленная - сущая отрава.",Уксус
"Ну и ёж! Что за ёж! - Голой ручкой не возьмёшь! Он форсит своей причёской, Хоть не знается с расчёской. Он совсем-совсем оброс. Нет страшней его волос.",Дикобраз
"Когда придет пора - Цвету я синим цветом. Когда пройдет жара - Я к вам с другим приветом : На тонком стебелёчке Качаю погремушкой, Цветочек - не цветочек, Не рви, я не игрушка. Из головы начинка Пойдет тебе на маслице, А стебелёк-тычинка - На кофточку и платьице.",Лён
"Это что за Дед Мороз В июле снегу нам принес? Снег по городу летает, От тепла совсем не тает. Где снег приземлИтся - Там деревце родИтся.",Тополиный пух
"Никаких не знал забот, Колобком жил целый год, Но пришли сестрицы - Тоненькие спицы, Ухватились за мой хвост, Уменьшаться стал мой рост. Сестры потрудились - Носочки получились. А я вот потерялся. Кто я? Догадался?",Клубок
"Люблю за плечами кататься, В меня что угодно кладется, Мною только не надо кидаться, Пожалеть об этом придется, Ведь тетрадям, учебникам, книгам Я до летних каникул нужен, При плохом обращении мигом Продырявлюсь и буду простужен. Заболеют учебники сразу, И зальются слезами тетради. Я ж тебя не подвел ни разу, Береги же меня, Бога ради.",Ранец
"Нас, сестер, лишь тридцать три. Что мы можем? Посмотри: Создаем стихи, рассказы, Были, небыли и сказы. Нами пишутся загадки, И к загадкам тем отгадки. Стоит только нас узнать, Можно все перечитать.",Буквы
"С мячом и битой русская игра, В нее играть любила детвора.",Лапта
"Беготня друг за дружкой, игра для детей. Если знаешь названье - скажи мне скорей.",Пятнашки или салки
"Она с усталостью в родстве, Хотя в не очень близком. Собой довольная вполне, В объятьях любит тискать: ""Приляг, усни, глаза закрой, Работать очень нудно!"" Ее совет знаком такой? Бороться с нею трудно",Лень
Привычкой насмешила весь народ: Она летать умеет и хвостом вперед. А для подсказки пара есть примет: (на мой вопрос ты быстро дашь ответ) Нектаром цветов она питается. Птичка-малышка как называется?,Колибри
"Эта рыбка быстро скорость набирает, Вы мне возразите - такого не бывает! Рыбки - не торпеды! - скорость небольшая. А вот эта рыбка очень скоростная.",Парусник или странник
"В пушистой шапке белой Стоит он тёплым летом. И хоть он очень смелый, Дружить не стоит с ветром: Сорвет бродяга-ветер И разорвёт на части Тот беленький беретик, Он в хулиганстве мастер. И полетят пушинки, Как парашюты белые. Малюточки-снежинки Очень-очень смелые.",Одуванчик.
"У меня подружка есть, Она всегда со мною. Её достоинств не перечесть - Послушна и не спорит. Её одену, накормлю, Она, как дочка, прямо. Недаром, только подниму, Мне скажет она: ""Ма-ма""",Кукла
"Не оторвать, коль присосусь, И крови дОсыта напьюсь. А как только толстой стану, Сама от вас тогда отстану. Не бойтесь, кровь плохую пью, Зато здоровье всем дарю.",Пиявка
"Два стеклянных колеса На носу катаются. Что за чудо-чудеса, Они как называются?",Очки
"В труппе главною слывет, Роль свою играет славно. То лебедушкой плывет, То взлетает очень плавно.",Прима
"Пушистым белым покрывалом Укроет поле, лес и луг, Кружиться, танцевать устала - Засеребрила всё вокруг.",Метель (пурга)
"В небе ноты распустились, Семь прекрасных ярких нот, До, ре, ми, фа, соль, ля, си здесь, Каждой ноте цвет идет!",Радуга
"По траве ползет домишка, Там живет не еж, не мышка, Подскажите кто такой - Дом таскает за собой?",Улитка
"Я белый, пушистый, искристый, Всю землю покрою зимой. Я очень холодный, но дети Любят играть со мной.",Снег
"С какой птицы, не робея, Нужно ощипать все перья, Чтобы сразу получились Утро, вечер, день и ночь? Кто сумеет мне помочь? Для ответа вдохновляйтесь… Отвечайте , не стесняйтесь.",С утки (Сутки).
Так резвится и хохочет – Расплескать всё море хочет.,Дельфин
"С теплым воздухом шар, А под ним корзинка, Под ногами земля – Словно на картинке.",Воздушный шар
"За лесом усатое море лежит, Волна за волною по морю бежит. Пройдет по волнам великан-пароход, И каждую каплю с собой заберет.",Комбайн
"Как бы ты ответил тут - Форма, честь чью берегут?",Мундир
На жаргоне футболистов Часть ступни. Скажите быстро. Ею (подсказать хочу) Бить удобней по мячу.,Щёчка
"Хоть подумай, хоть ответь мне сразу - С Мадагаскара примат лупоглазый.",Лемур
"Его ты точно знаешь, мне поверь - В обнимку с эвкалиптом этот зверь",Коала
"Короткая куртка, обшитая мехом, Гусар надевал на доломан сверху.",Ментик
Услышать ответ не теряю надежды - Для грязной работы та спецодежда.,Роба
"Картофельный порошок, Кисель варить с ним хорошо.",Крахмал
Не подскАжите шутя - Вышибает сам себя?,Клин
Кто слово быстро назовёт - Собрание газет за гОд?,Подшивка
Часовщица-птица В няньки не годится.,Кукушка
"При ""иксе"" вечно он второй, Но не поникнет головой, Пусть при волненьи будет эта, Которая зовется ""зета""",Игрек
"Ответ скажите очень громко - Тальянка, ливенка и хромка - Одно названье их объединяет, Музыканты то отлично знают.",Гармонь
"Маска не маскарадная И на вид не нарядная, Защитит вас от пыли, Если надеть не забыли.",Респиратор
"Звук не обуви девиц, А деревянных половиц.",Скрип
"На кустах хорошая В кружевах салфетка. Но она не брошена, Хозяин рядом где-то. В тенёчке отдыхает И потирает ножки: На ужин поджидает Букашечек и мошек.",Паутина и паук
У меня один брачок - Одноглазый я рачок. Только я не унываю И с одним не пропадаю.,Циклоп
"В лесу у нас есть барабанщик, Хитренький это обманщик - В дерево клювом стучит: ""Кто-нибудь дверь отворит?"" Выглянет тут червячок, И пропадет, дурачок.",Дятел
"Столяр есть у нас в бору, Целый день долбит кору, В красной шапочке своей Виден он среди ветвей.",Дятел
"Очень красива птица эта, Веер-хвост любого цвета, переливчат он и пышен. Ну а голос? Что мы слышим? Ведь не кошка ты, а птица, Петь так птице не годится, Разве можно эдак петь - И мяукать, и реветь?",Павлин
"Очень важен, очень горд, Живет на льдине круглый год. Всегда почищен смокинг и белая рубашка, В его родне ты никогда не встретишь замарашку. На лапах носит он одно большое круглое яйцо. А маленький ребенок Зовется пингвиненок.",Пингвин
"Я люблю капустку, Я люблю морковку. Лопаю их с хрустом, Прыгаю я ловко. Крошечный мой хвостик В беге не помеха, Рыжая ждет в гости - Тут уж не до смеха.",Заяц
"Искал свою маму лохматый слоненок, Ко всем приставал: ""Чей я ребенок?"" Немало пришлось малышу испытать, Слониха его приняла, словно мать.",Мамонтенок
"- Я лечу болезни глаз, Пропишу очки для вас. - Я - детский доктор, для детей. - Я - тоже доктор, для зверей. - Я - доктор по травам. - Я - доктор по травмам. - Меня не каждый любит - Чиню-латаю зубы. - Я нужен для беззубых - Делаю зубы - дорого-любо. - Я - доктор тоже - Специалист по коже. - Меня вы назовете как ? - Я по операциям мастак.","окулист, педиатр, ветеринар,гомеопат, травматолог, стоматолог, протезист, дерматолог, хирург"
"Ты царапину скорей Мною, беленьким, заклей. Надежно и прочно заклею порез. Бери меня всюду - и в поле, и в лес.",Лейкопластырь
"Колпачок какой на пальце - Вышивать помог на пяльцах. Пальчик мой он охраняет, От иглы оберегает.",Наперсток
"Что, зажженной, без забот Может таять, а не лёд? Если свет в домах погашен, Что огнем задорно пляшет? Как фонарь, что озаряет, Мрак кромешный разгоняет? Что трепещется в лучах… Подскажите мне? …",Свеча
"Заходить в них в море - охать, А вот плавать в них неплохо. Облегчают труд ногам, Легче плыть в них по волнам.",Ласты
"Очень нужная сестричка - Толще нитки, тоньше спички. И у тоненькой сестрички Клювик острый, как у птички. Есть и ушко, но оно Не для слуха ей дано.",Иголка
"Люблю купаться в ткани, Как в море-океане. Утонуть я не боюсь - За ушко ниткой привяжусь",Иголка
"Любопытный острый носик Ничего нигде не спросит, Ищет путь себе он сам, Тащит нитку по пятам.",Иголка
"Говори хоть громко, говори хоть тише, У меня есть ушко, только им не слышу. У меня свой фокус - попробуй-ка навскидку Сделать то же самое - тянуть сквозь ушко нитку.",Иголка
"Я совсем-совсем не плох, Называюсь я - горох. Не живу поодиночке - Есть сыночки, есть и дочки. В домике живем прелестном, И нам весело, не тесно. А когда придет свой срок - Пересохнет наш домок, И, конечно же, тогда Разбежимся кто куда. Я подсказкою помог? Как зовется наш домок?",Стручок
"Ну-ка, подскажите дети, Кто у нас на белом свете Самый быстрый из зверей? Отвечайте, посмелей.",Гепард
"Вопрос довольно сложный, И требует советчика… Кто мне ответить сможет: - Где уши у Кузнечика?",На ногах.
Кто ответ держать сумеет И друзей не подведёт? На каких полях широких Даже травка не растёт?,"На Шляпе, Шляпках и полях Тетрадей"
"Умная птица, сыр потерявшая, В басне Крылова лишь оплошавшая.",Ворона
Фонарик карнавальный С названьем оригинальным.,Лампион
Инициалы в виде вязи Достойные царей и князей.,Вензель
"Из ФИО буква ""и"" - Что это? Назови.",Имя
"Хоть один имею глаз, Кораблям помог не раз - Как начну в ночи мигать, Кораблям знак подавать, Все поймут, что и с одним Пользу приношу я им.",Маяк
"Люди дружат со мной Только в дни отпускные. Целый год я пустой, Все дни - выходные. Я работать мечтаю И помню о лете. Забивайте вещами Меня, не жалейте!",Чемодан
"Приморское ""светило"" Для кораблей всех мило.",Маяк
"Посевы сжирает налетчица, Встречаться с такою не хочется.",Саранча
"Для обливанья грязью та кадушка, Но чаще в ней с водой сидит лягушка.",Ушат
"Кто скворечники весною Прибивает задарма, А зимой кормушки ставит, Насыпает в них корма? Подскажите мне ребята, Кто друзья для птиц? …","Юннаты. (Юннаты - это ЮНые НАТуралисты, т.е. юные исследователи природы)"
"Эта старая загадка, На неё я жду отгадку. Отвечайте поскорей: - Сколько пальцев у людей? …",Двадцать
"Всем известна сказка эта, любят дети всей планеты этот персонаж сердитый. Он в ушатах и корыте всех грязнуль отмоет мылом. Со знакомым крокодилом он научит ребятишек умываться до подмышек.",Сказка «Мойдодыр»
"Птичий двор кричит сердито: «Это кто залез в корыто? Кто зерно клюёт чужое? Что за птица, что такое? Не похож птенец-уродец На домашний наш народец»… И тотчас птенца прогнали… Так они и не узнали, Что утёнок этот гадкий Лебедь белый. Вот отгадка.",Гадкий утёнок
"В дверь стучится серый волк, Он в козлятах знает толк… Волк – притворщик и бандит! Кто злодея победит? Сказка учит малышей, Как спастись от злых людей. Маму слушайся дружок И не страшен будет волк.",Сказочка для дошколят - Волк и семеро козлят.
"Захотел Кощей жениться На красавице-девице. Не дала она согласье И случилось с ней несчастье, И теперь сидит в болоте Не в шелках и не в почёте… Кто узнал ту пучеглазку, Отгадал, конечно, сказку.",Царевна-лягушка
"Он и греет, и кусает, И едой нас угощает, Свет даёт, когда темно, Любят все его давно. Только будьте осторожны - Он избавиться поможет От квартиры и вещей… Потуши его скорей.",Огонь
"Что за желтые сестрички Спрятались в траве густой? Вижу я их всех отлично, Заберу скорей домой. Очень чистый, вкусный гриб – Рад и повар, и грибник.",Эти желтые сестрички Называются… лисички.
"Длинноухий, косоглазый – Узнают его все сразу – Ноги задние длинны, Убегает от лисы, Да не просто так – петляет. Попрыгунчика, кто знает?",Заяц
"Это что за озорница По лесу летает птицей, Шубку на зиму меняет И орехи запасает? Дом ее готов давно – Это тёплое дупло… Чтоб в квартире жил зверёк, Колесо купи, дружок.",Белка
"Птицей по ночам летает, мошек всех уничтожает, днём висит вниз головой, спит в пещере в самый зной. Ты узнал её, малыш? в перепонках птица – мышь.",Эта МЫШЬ ЛЕТУЧАЯ в ловле мошек - лучшая.
"Тельняшку носит постоянно Лошадка, что живёт в саванне. Там моря нет в помине даже, Есть разве лошадь в мире краше?",Зебра
"Имеется 2 монеты по 1 рублю, 2 по 2 рубля и 2 по 10 рублей. Разместите все шесть монет в форме ромба, чтобы монеты одного достоинства не соприкасались друг с другом.",На картинке.
"Под землёй просторно, чисто, электричка едет быстро - в ней без пробок и заботы люди едут на работу.",Метро
"На колёсах едет дом, но с усами только он. Прицепившись к проводам, ездит он по городам.",Троллейбус
